id,tooltip
569,"[color=LIGHT_BLUE]Ripped open by a savage curse, this rock formation sprays spells on people not careful enough to stay away. [/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]844[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]775[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]4[/color] targets
	[color=GOLD]-30%[/color] damage per bounce

 
[color=GOLD]Cursed Attack[/color]
This tower has a chance on damage to deal additional spell damage and weaken the target, reducing its movement speed and making it suffer more damage from spells.
 
[color=GOLD]Mortal Coil - Aura[/color]
Grants bonus damage against human, orc and nature creeps to nearby towers.

"
570,"[color=LIGHT_BLUE]The mother of all Nerubian spiders. She is very poisonous! [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]804[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Inject Parasite[/color]
When the Queen damages a creep she has a chance to inject a parasite. Each second the creep will suffer spell damage and will permanently lose a portion of its armor.

"
571,"[color=LIGHT_BLUE]A sleeping geyser that only sprouts fire now and then.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]61[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]175[/color] AoE: [color=GOLD]30%[/color] damage
[color=GOLD]+20%[/color] damage to normals ([color=GOLD]+0.4%[/color]/lvl)

 
[color=GOLD]Ignite[/color]
Damages a target over time and makes decreases target's health regeneration.

"
572,"[color=LIGHT_BLUE]A sleeping geyser that only sprouts fire now and then.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]180[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]175[/color] AoE: [color=GOLD]30%[/color] damage
[color=GOLD]+20%[/color] damage to normals ([color=GOLD]+0.4%[/color]/lvl)

 
[color=GOLD]Ignite[/color]
Damages a target over time and makes decreases target's health regeneration.

"
573,"[color=LIGHT_BLUE]A sleeping geyser that only sprouts fire now and then.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]369[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]175[/color] AoE: [color=GOLD]30%[/color] damage
[color=GOLD]+20%[/color] damage to normals ([color=GOLD]+0.4%[/color]/lvl)

 
[color=GOLD]Ignite[/color]
Damages a target over time and makes decreases target's health regeneration.

"
574,"[color=LIGHT_BLUE]A sleeping geyser that only sprouts fire now and then.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]677[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]175[/color] AoE: [color=GOLD]30%[/color] damage
[color=GOLD]+20%[/color] damage to normals ([color=GOLD]+0.4%[/color]/lvl)

 
[color=GOLD]Ignite[/color]
Damages a target over time and makes decreases target's health regeneration.

"
575,"[color=LIGHT_BLUE]A powerful Totem that causes other towers to release meteors that deal spell damage.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]648[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]325[/color] AoE: [color=GOLD]50%[/color] damage

 
[color=GOLD]Torture[/color]
Targets damaged by this tower are debuffed. Whenever a debuffed creep takes a long of damage it will take even more extra damage.

 
[color=GOLD]Attraction[/color]
This tower buffs [color=GOLD]4[/color] towers in range and gives them a chance to release a meteor when attacking or casting spells.

 
[color=GOLD]500[/color] range, [color=GOLD]4s[/color] cooldown

"
576,"[color=LIGHT_BLUE]Strong storm tower that is empowered by distance to target.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]817[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Overload[/color]
On attack this tower deals energy damage and slows. Effect is stronger for creeps far away
 
[color=GOLD]Energetic Field - Aura[/color]
Units in range receive extra damage from Storm towers. Effect is stronger for creeps far away.

 
[color=GOLD]Magnetic Surge[/color]
This tower creates a magnetic surge at its target's current location. Target will take periodic damage.

 
Mana cost: [color=GOLD]40[/color], [color=GOLD]1000[/color] range, [color=GOLD]4s[/color] cooldown

"
577,"[color=LIGHT_BLUE]This well contains healing powers. [/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]706[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] damage to orcs ([color=GOLD]+0.8%[/color]/lvl)

 
[color=GOLD]Cleansing Water - Aura[/color]
Increases spell damage dealt by nearby towers.

 
[color=GOLD]Replenish[/color]
Restores mana of nearby towers.

 
Mana cost: [color=GOLD]200[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
578,"[color=LIGHT_BLUE]This well contains healing powers. [/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1411[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] damage to orcs ([color=GOLD]+0.8%[/color]/lvl)

 
[color=GOLD]Cleansing Water - Aura[/color]
Increases spell damage dealt by nearby towers.

 
[color=GOLD]Replenish[/color]
Restores mana of nearby towers.

 
Mana cost: [color=GOLD]200[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
579,"[color=LIGHT_BLUE]This well contains healing powers. [/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2118[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] damage to orcs ([color=GOLD]+0.8%[/color]/lvl)

 
[color=GOLD]Cleansing Water - Aura[/color]
Increases spell damage dealt by nearby towers.

 
[color=GOLD]Replenish[/color]
Restores mana of nearby towers.

 
Mana cost: [color=GOLD]200[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
580,"[color=LIGHT_BLUE]Common darkness tower, adept at eliminating magical, nature and undead foes.[/color]
[color=YELLOW]Author:[/color] Chronos
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]60[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Banish[/color]
Magic, undead and nature creeps suffer spell damage when hit by this tower.

"
581,"[color=LIGHT_BLUE]Common darkness tower, adept at eliminating magical, nature and undead foes.[/color]
[color=YELLOW]Author:[/color] Chronos
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]200[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Banish[/color]
Magic, undead and nature creeps suffer spell damage when hit by this tower.

"
582,"[color=LIGHT_BLUE]Common darkness tower, adept at eliminating magical, nature and undead foes.[/color]
[color=YELLOW]Author:[/color] Chronos
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]501[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Banish[/color]
Magic, undead and nature creeps suffer spell damage when hit by this tower.

"
583,"[color=LIGHT_BLUE]Common darkness tower, adept at eliminating magical, nature and undead foes.[/color]
[color=YELLOW]Author:[/color] Chronos
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]887[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Banish[/color]
Magic, undead and nature creeps suffer spell damage when hit by this tower.

"
584,"[color=LIGHT_BLUE]Common darkness tower, adept at eliminating magical, nature and undead foes.[/color]
[color=YELLOW]Author:[/color] Chronos
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1503[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Banish[/color]
Magic, undead and nature creeps suffer spell damage when hit by this tower.

"
585,"[color=LIGHT_BLUE]A fire pit that has the ability to unleash some powerful flames.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1056[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+1[/color] multicrit

 
[color=GOLD]Hot Coals[/color]
Gains increased crit chance on kill.

"
586,"[color=LIGHT_BLUE]Basic tower with low splash damage[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]27[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]150[/color] AoE: [color=GOLD]25%[/color] damage

"
587,"[color=LIGHT_BLUE]Basic tower that can't hold back its holy powers for long.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]470[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Grace[/color]
A percentage of this tower's damage gets revoked after a while.

"
588,"[color=LIGHT_BLUE]Trained in surviving even the coldest winters, this creature has strengths unimagineable.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1486[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]2[/color] targets
	[color=GOLD]-5%[/color] damage per bounce

"
589,"[color=LIGHT_BLUE]Trained in surviving even the coldest winters, this creature has strengths unimagineable.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]749[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]2[/color] targets
	[color=GOLD]-10%[/color] damage per bounce

"
590,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]48[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Smite[/color]
When this tower damages a creep it has a chance to smite it.

"
591,"[color=LIGHT_BLUE]A colony of mushrooms able to chill living flesh. Deals bonus damage to humanoids orcs and nature but is weak against undead.[/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]53[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+35%[/color] damage to nature ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to orcs ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to humanoids ([color=GOLD]+1.2%[/color]/lvl)

"
592,"[color=LIGHT_BLUE]A colony of mushrooms able to chill living flesh. Deals bonus damage to humanoids orcs and nature but is weak against undead.[/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]187[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+35%[/color] damage to nature ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to orcs ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to humanoids ([color=GOLD]+1.2%[/color]/lvl)

"
593,"[color=LIGHT_BLUE]A colony of mushrooms able to chill living flesh. Deals bonus damage to humanoids orcs and nature but is weak against undead.[/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]519[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+35%[/color] damage to nature ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to orcs ([color=GOLD]+1.2%[/color]/lvl)
[color=GOLD]+35%[/color] damage to humanoids ([color=GOLD]+1.2%[/color]/lvl)

"
594,"[color=LIGHT_BLUE]A colony of mushrooms able to chill living flesh. Deals bonus damage to humanoids orcs and nature but is weak against undead.[/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1080[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+40%[/color] damage to nature ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to orcs ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to humanoids ([color=GOLD]+1.35%[/color]/lvl)

"
595,"[color=LIGHT_BLUE]Gex would release new versions of YouTD every day if you threatened him with this. Deals bonus damage to orcs humanoids and nature, deals lesser damage to undead. Brrr![/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1728[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+40%[/color] damage to nature ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to orcs ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to humanoids ([color=GOLD]+1.35%[/color]/lvl)

"
596,"[color=LIGHT_BLUE]Pure manmade destruction.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1777[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]2400[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks GROUND only[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]400[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]500[/color] AoE: [color=GOLD]75%[/color] damage
	[color=GOLD]600[/color] AoE: [color=GOLD]50%[/color] damage

"
597,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]150[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Smite[/color]
When this tower damages a creep it has a chance to smite it.

"
598,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]334[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Smite[/color]
When this tower damages a creep it has a chance to smite it.

"
599,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]639[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Smite[/color]
When this tower damages a creep it has a chance to smite it.

"
600,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1089[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+3%[/color] attack speed/lvl

 
[color=GOLD]Smite[/color]
When this tower damages a creep it has a chance to smite it.

"
601,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]325[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[b][color=GOLD]Multishot:[/color][/b]
Attacks up to [color=GOLD]3[/color] targets at the same time.

 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows.

"
602,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]543[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[b][color=GOLD]Multishot:[/color][/b]
Attacks up to [color=GOLD]3[/color] targets at the same time.

 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows.

"
603,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1210[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[b][color=GOLD]Multishot:[/color][/b]
Attacks up to [color=GOLD]3[/color] targets at the same time.

 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows.

"
604,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]501[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.

"
605,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]931[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.

"
606,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1721[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.

"
607,"[color=LIGHT_BLUE]This sacred altar can control the growth of plants. [/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1220[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]875[/color] range
 
[color=GOLD]Gift of Nature - Aura[/color]
All nearby towers have a chance to entangle creeps.

"
608,"[color=LIGHT_BLUE]A small rowing boat with two seamen.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]255[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks GROUND only[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
	[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage

 
[color=GOLD]Pirates[/color]
Grants gold on attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.

"
609,"[color=LIGHT_BLUE]A small ship with less weapons.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]791[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks GROUND only[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
	[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage

 
[color=GOLD]Pirates[/color]
Grants gold on attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.

"
610,"[color=LIGHT_BLUE]A big ship for naval battles.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1377[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks GROUND only[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
	[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage

 
[color=GOLD]Pirates[/color]
Grants gold on attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.

"
611,"[color=LIGHT_BLUE]The pride of the navy.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2312[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=YELLOW]Specials:[/color]
[color=RED]Attacks GROUND only[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
	[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage

 
[color=GOLD]Pirates[/color]
Grants gold on attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.

"
612,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]136[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Attacks have a chance to rend the target, which deals damage over time and makes the target vulnerable to spell damage.

"
613,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]269[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Attacks have a chance to rend the target, which deals damage over time and makes the target vulnerable to spell damage.

"
614,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]532[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Attacks have a chance to rend the target, which deals damage over time and makes the target vulnerable to spell damage.

"
615,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1048[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Attacks have a chance to rend the target, which deals damage over time and makes the target vulnerable to spell damage.

"
