id,tooltip
595,"[color=LIGHT_BLUE]Gex would release new versions of YouTD every day if you threatened him with this. Deals bonus damage to orcs humanoids and nature, deals lesser damage to undead. Brrr![/color]
[color=YELLOW]Author:[/color] BetrayedKnight
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1728[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]-50%[/color] damage to undead
[color=GOLD]+40%[/color] damage to nature ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to orcs ([color=GOLD]+1.35%[/color]/lvl)
[color=GOLD]+40%[/color] damage to humanoids ([color=GOLD]+1.35%[/color]/lvl)
"
596,"[color=LIGHT_BLUE]Pure manmade destruction.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1777[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]2400[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]400[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]500[/color] AoE: [color=GOLD]75%[/color] damage
[color=GOLD]600[/color] AoE: [color=GOLD]50%[/color] damage
"
597,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]150[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+3%[/color] attack speed/lvl
 
[color=GOLD]Smite[/color]
Chance to smite hit creeps, dealing spell damage.
"
598,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]334[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+3%[/color] attack speed/lvl
 
[color=GOLD]Smite[/color]
Chance to smite hit creeps, dealing spell damage.
"
599,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]639[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+3%[/color] attack speed/lvl
 
[color=GOLD]Smite[/color]
Chance to smite hit creeps, dealing spell damage.
"
600,"[color=LIGHT_BLUE]This holy priest is able to smite creeps. It's very weak at the start but becomes a lot stronger when it gains experience.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1089[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+3%[/color] attack speed/lvl
 
[color=GOLD]Smite[/color]
Chance to smite hit creeps, dealing spell damage.
"
601,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]325[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]3[/color] targets at the same time.
 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows, which have a chance to stun or slow creeps.
"
602,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]543[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]3[/color] targets at the same time.
 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows, which have a chance to stun or slow creeps.
"
603,"[color=LIGHT_BLUE]An archer that has been granted a gift from the forest.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1210[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]3[/color] targets at the same time.
 
[color=GOLD]Advanced Multishot[/color]
Multishot count increases by [color=GOLD]1[/color] at level [color=GOLD]15[/color].
 
[color=GOLD]Gift of the Forest[/color]
The magical powers of the forest grant this archer enchanted arrows, which have a chance to stun or slow creeps.
"
604,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]501[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.
"
605,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]931[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.
"
606,"[color=LIGHT_BLUE]This totem uses ancient magic to boost lightning spells.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1721[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Ancient Magic - Aura[/color]
Increases spell crit chance of nearby towers.
"
607,"[color=LIGHT_BLUE]This sacred altar can control the growth of plants.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1220[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]875[/color] range
 
[color=GOLD]Gift of Nature - Aura[/color]
All nearby towers have a chance to entangle creeps. Entangled creeps are immobile and suffer spell damage over time.
"
608,"[color=LIGHT_BLUE]A small rowing boat with two seamen.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]255[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage
 
[color=GOLD]Pirates[/color]
This tower plunders gold each attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.
"
609,"[color=LIGHT_BLUE]A small ship with less weapons.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]791[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage
 
[color=GOLD]Pirates[/color]
This tower plunders gold each attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.
"
610,"[color=LIGHT_BLUE]A big ship for naval battles.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1377[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage
 
[color=GOLD]Pirates[/color]
This tower plunders gold each attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.
"
611,"[color=LIGHT_BLUE]The pride of the navy.[/color]
[color=YELLOW]Author:[/color] Matac
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2312[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]150[/color] AoE: [color=GOLD]40%[/color] damage
[color=GOLD]250[/color] AoE: [color=GOLD]10%[/color] damage
 
[color=GOLD]Pirates[/color]
This tower plunders gold each attack.
 
[color=GOLD]Treasure Seeker - Aura[/color]
Increases the bounty gain of nearby towers.
"
612,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]136[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
613,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]269[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
614,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]532[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
615,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1048[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
616,"[color=LIGHT_BLUE]Sometimes hits its targets in a weak spot, leaving them rended.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1782[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Rend[/color]
Chance to rend hit creeps, dealing spell damage over time and increasing vulnerability to spell damage.
"
617,"[color=LIGHT_BLUE]Basic astral tower that strengthens itself by acummulating knowledge from its books.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]159[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]960[/color] range
 
[color=GOLD]High Knowledge[/color]
Gains a minor amount of experience on attack.
"
618,"[color=LIGHT_BLUE]Basic astral tower that strengthens itself by acummulating knowledge from its books.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]369[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]960[/color] range
 
[color=GOLD]High Knowledge[/color]
Gains a minor amount of experience on attack.
"
619,"[color=LIGHT_BLUE]Basic astral tower that strengthens itself by acummulating knowledge from its books.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]801[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]960[/color] range
 
[color=GOLD]High Knowledge[/color]
Gains a minor amount of experience on attack.
"
620,"[color=LIGHT_BLUE]Basic astral tower that strengthens itself by acummulating knowledge from its books.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1385[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]960[/color] range
 
[color=GOLD]High Knowledge[/color]
Gains a minor amount of experience on attack.
"
621,"[color=LIGHT_BLUE]Basic astral tower that strengthens itself by acummulating knowledge from its books.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2133[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]960[/color] range
 
[color=GOLD]High Knowledge[/color]
Gains a minor amount of experience on attack.
"
622,"[color=LIGHT_BLUE]This loner has been searching for gold and treasure his entire life.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]346[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] bounty received ([color=GOLD]+0.8%[/color]/lvl)
 
[color=GOLD]Goldrush[/color]
The miner has a chance on attack to go into a [color=GOLD]Goldrush[/color]. [color=GOLD]Goldrush[/color] increases attack speed and grants gold whenever this tower hits a creep.
 
[color=GOLD]Excavation[/color]
Every few seconds the miner has a chance to find gold.
"
623,"[color=LIGHT_BLUE]This trap is used to capture beasts but it works on other stuff too.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]108[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Activate Trap[/color]
Periodically traps random [color=GOLD]3[/color] creeps in range, dealing spell damage and stunning them.
"
624,"[color=LIGHT_BLUE]This trap is used to capture beasts but it works on other stuff too.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]339[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Activate Trap[/color]
Periodically traps random [color=GOLD]4[/color] creeps in range, dealing spell damage and stunning them.
"
625,"[color=LIGHT_BLUE]This trap is used to capture beasts but it works on other stuff too.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]724[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Activate Trap[/color]
Periodically traps random [color=GOLD]4[/color] creeps in range, dealing spell damage and stunning them.
"
626,"[color=LIGHT_BLUE]This trap is used to capture beasts but it works on other stuff too.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1083[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Activate Trap[/color]
Periodically traps random [color=GOLD]5[/color] creeps in range, dealing spell damage and stunning them.
"
627,"[color=LIGHT_BLUE]Basic tower that can't hold back its holy powers for long.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1763[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Grace[/color]
Whenever this tower hits a creep, a portion of the attack damage will be revoked over [color=GOLD]3[/color] seconds.
"
628,"[color=LIGHT_BLUE]Basic tower that can't hold back its holy powers for long.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]3723[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Grace[/color]
Whenever this tower hits a creep, a portion of the attack damage will be revoked over [color=GOLD]3[/color] seconds.
"
629,"[color=LIGHT_BLUE]Basic tower that can't hold back its holy powers for long.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]6760[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Grace[/color]
Whenever this tower hits a creep, a portion of the attack damage will be revoked over [color=GOLD]3[/color] seconds.
"
630,"[color=LIGHT_BLUE]Basic tower with low splash damage[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]132[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]160[/color] AoE: [color=GOLD]25%[/color] damage
"
631,"[color=LIGHT_BLUE]The last place of all already fallen souls, seeking for their last revenge.[/color]
[color=YELLOW]Author:[/color] Natac
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1412[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Revenge of Souls - Aura[/color]
This tower gains permanent bonus attack damage and experience every time a creep dies near the tower.
"
632,"[color=LIGHT_BLUE]The last place of all already fallen souls, seeking for their last revenge.[/color]
[color=YELLOW]Author:[/color] Natac
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]941[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Revenge of Souls - Aura[/color]
This tower gains permanent bonus attack damage and experience every time a creep dies near the tower.
"
633,"[color=LIGHT_BLUE]The last place of all already fallen souls, seeking for their last revenge.[/color]
[color=YELLOW]Author:[/color] Natac
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]470[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Revenge of Souls - Aura[/color]
This tower gains permanent bonus attack damage and experience every time a creep dies near the tower.
"
634,"[color=LIGHT_BLUE]Common nature tower with the ability to attack multiple targets.[/color]
[color=YELLOW]Author:[/color] Monolith
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]134[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]3[/color] targets at the same time.
"
635,"[color=LIGHT_BLUE]Common nature tower with the ability to attack multiple targets.[/color]
[color=YELLOW]Author:[/color] Monolith
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]254[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]4[/color] targets at the same time.
"
636,"[color=LIGHT_BLUE]Strong nature tower with the ability to attack multiple targets.[/color]
[color=YELLOW]Author:[/color] Monolith
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]332[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]5[/color] targets at the same time.
"
637,"[color=LIGHT_BLUE]Mighty nature tower with the ability to attack multiple targets.[/color]
[color=YELLOW]Author:[/color] Monolith
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]678[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]5[/color] targets at the same time.
"
638,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]32[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-50%[/color] damage per bounce
"
639,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]95[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-46%[/color] damage per bounce
"
640,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]185[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-42%[/color] damage per bounce
"
641,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]360[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-38%[/color] damage per bounce
"
642,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]700[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-34%[/color] damage per bounce
"
643,"[color=LIGHT_BLUE]Covered with ancient runes from rituals practiced ages ago.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1362[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] damage to air ([color=GOLD]+1%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-30%[/color] damage per bounce
"
644,"[color=LIGHT_BLUE]An icy spirit that lives in the north. It can invoke an ice nova.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]84[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Nova Storm[/color]
Whenever this tower attacks, it has a chance to blast creeps near the tower with ice novas. Ice novas deal AoE spell damage.
"
645,"[color=LIGHT_BLUE]The Plague Bringer is a siege engine mounted ontop of corrupted crypts using the corpses of the fallen as ammunition.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1302[/color] DPS, [color=9370dbff]Decay[/color], [color=GOLD]1150[/color] range
 
[color=GOLD]Specials[/color]
[color=RED]Attacks GROUND only[/color]
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]25[/color] AoE: [color=GOLD]100%[/color] damage
[color=GOLD]50[/color] AoE: [color=GOLD]40%[/color] damage
[color=GOLD]150[/color] AoE: [color=GOLD]25%[/color] damage
 
[color=GOLD]Plague[/color]
Infects hit creeps with [color=GOLD]Plague[/color] which deals spell damage over time.
 
[color=GOLD]Army of the Damned[/color]
If there is a corpse in range, this tower will extract its soul increasing its attack speed and attack damage. This will also increase the rate of spread of [color=GOLD]Plague[/color].
"
646,"[color=LIGHT_BLUE]An icy spirit that lives in the north. It can invoke an ice nova.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]219[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Nova Storm[/color]
Whenever this tower attacks, it has a chance to blast creeps near the tower with ice novas. Ice novas deal AoE spell damage.
"
647,"[color=LIGHT_BLUE]An icy spirit that lives in the north. It can invoke an ice nova.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]506[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Nova Storm[/color]
Whenever this tower attacks, it has a chance to blast creeps near the tower with ice novas. Ice novas deal AoE spell damage.
"
