"name english","tier","id","family id","author","rarity","element","attack enabled","attack type","attack range","attack cd","dmg min","dmg max","mana","mana regen","cost","missile speed","missile arc","missile uses lightning visual","attack_target_type","multishot","splash attack","bounce attack","specials","ability list","aura list","autocast list","script path","icon path","sprite path","name","description"
"Lesser Ice Defender",1,507,507,"Natac","common","ice","TRUE","elemental",900,1.4,88,94,0,0,65,1200,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_ice_defender.gd","res://resources/icons/tower_icons/lesser_ice_defender.tres","res://src/towers/tower_sprites/lesser_ice_defender_1.tscn","CUGM","ZT08"
"Small Ice Defender",2,508,507,"Natac","common","ice","TRUE","elemental",900,1.4,296,318,0,0,220,1200,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_ice_defender.gd","res://resources/icons/tower_icons/lesser_ice_defender.tres","res://src/towers/tower_sprites/lesser_ice_defender_2.tscn","87FL","H0UV"
"Medium Ice Defender",3,504,507,"Natac","common","ice","TRUE","elemental",900,1.4,875,940,0,0,650,1200,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_ice_defender.gd","res://resources/icons/tower_icons/lesser_ice_defender.tres","res://src/towers/tower_sprites/lesser_ice_defender_3.tscn","FYT1","WYOE"
"Grand Ice Defender",4,505,507,"Natac","common","ice","TRUE","elemental",900,1.4,1817,1952,0,0,1350,1200,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_ice_defender.gd","res://resources/icons/tower_icons/lesser_ice_defender.tres","res://src/towers/tower_sprites/lesser_ice_defender_4.tscn","V1J6","WCLC"
"Superior Ice Defender",5,506,507,"Natac","common","ice","TRUE","elemental",900,1.4,3363,3613,0,0,2500,1200,0,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_ice_defender.gd","res://resources/icons/tower_icons/lesser_ice_defender.tres","res://src/towers/tower_sprites/lesser_ice_defender_5.tscn","A4FZ","POZ5"
"Lesser Astral Defender",1,510,510,"Natac","common","astral","TRUE","energy",850,1.2,73,84,0,0,65,900,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_astral_defender.gd","res://resources/icons/tower_icons/lesser_astral_defender.tres","res://src/towers/tower_sprites/lesser_astral_defender_1.tscn","QM83","W171"
"Small Astral Defender",2,512,510,"Natac","common","astral","TRUE","energy",850,1.2,246,283,0,0,220,900,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_astral_defender.gd","res://resources/icons/tower_icons/lesser_astral_defender.tres","res://src/towers/tower_sprites/lesser_astral_defender_2.tscn","MGD7","S6LU"
"Medium Astral Defender",3,513,510,"Natac","common","astral","TRUE","energy",850,1.2,725,836,0,0,650,900,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_astral_defender.gd","res://resources/icons/tower_icons/lesser_astral_defender.tres","res://src/towers/tower_sprites/lesser_astral_defender_3.tscn","L52R","FTO8"
"Grand Astral Defender",4,514,510,"Natac","common","astral","TRUE","energy",850,1.2,1506,1735,0,0,1350,900,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_astral_defender.gd","res://resources/icons/tower_icons/lesser_astral_defender.tres","res://src/towers/tower_sprites/lesser_astral_defender_4.tscn","XVVL","8DVV"
"Superior Astral Defender",5,509,510,"Natac","common","astral","TRUE","energy",850,1.2,2788,3213,0,0,2500,900,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_astral_defender.gd","res://resources/icons/tower_icons/lesser_astral_defender.tres","res://src/towers/tower_sprites/lesser_astral_defender_5.tscn","6GEA","3NM3"
"Lesser Iron Defender",1,515,515,"Matac","common","iron","TRUE","physical",800,1,65,65,0,0,65,1500,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_iron_defender.gd","res://resources/icons/tower_icons/lesser_iron_defender.tres","res://src/towers/tower_sprites/lesser_iron_defender_1.tscn","IK7C","IK5T"
"Small Iron Defender",2,518,515,"Matac","common","iron","TRUE","physical",800,1,220,220,0,0,220,1500,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_iron_defender.gd","res://resources/icons/tower_icons/lesser_iron_defender.tres","res://src/towers/tower_sprites/lesser_iron_defender_2.tscn","TZ3N","U6TI"
"Medium Iron Defender",3,519,515,"Matac","common","iron","TRUE","physical",800,1,650,650,0,0,650,1500,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_iron_defender.gd","res://resources/icons/tower_icons/lesser_iron_defender.tres","res://src/towers/tower_sprites/lesser_iron_defender_3.tscn","Q7VX","IODV"
"Grand Iron Defender",4,516,515,"Matac","common","iron","TRUE","physical",800,1,1350,1350,0,0,1350,1500,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_iron_defender.gd","res://resources/icons/tower_icons/lesser_iron_defender.tres","res://src/towers/tower_sprites/lesser_iron_defender_4.tscn","6IKD","RNDM"
"Superior Iron Defender",5,517,515,"Matac","common","iron","TRUE","physical",800,1,2500,2500,0,0,2500,1500,0.15,"FALSE","CREEPS",,,,,,,,"res://src/towers/tower_behaviors/lesser_iron_defender.gd","res://resources/icons/tower_icons/lesser_iron_defender.tres","res://src/towers/tower_sprites/lesser_iron_defender_5.tscn","JWDH","JQLZ"
"Annoyed Tree",1,520,520,"Boekie","uncommon","nature","TRUE","physical",950,1.4,142,161,0,0,200,1500,0,"FALSE","CREEPS",,,,,"487",,,"res://src/towers/tower_behaviors/annoyed_tree.gd","res://resources/icons/tower_icons/annoyed_tree.tres","res://src/towers/tower_sprites/annoyed_tree_1.tscn","9L9N","696B"
"Angry Tree",2,521,520,"Boekie","uncommon","nature","TRUE","physical",950,1.4,574,593,0,0,800,1500,0,"FALSE","CREEPS",,,,,"488",,,"res://src/towers/tower_behaviors/annoyed_tree.gd","res://resources/icons/tower_icons/annoyed_tree.tres","res://src/towers/tower_sprites/annoyed_tree_2.tscn","8ME9","U1CY"
"Enraged Tree",3,522,520,"Boekie","uncommon","nature","TRUE","physical",950,1.4,1096,1115,0,0,1600,1500,0,"FALSE","CREEPS",,,,,"489",,,"res://src/towers/tower_behaviors/annoyed_tree.gd","res://resources/icons/tower_icons/annoyed_tree.tres","res://src/towers/tower_sprites/annoyed_tree_3.tscn","8NN4","88VE"
"Mad Tree",4,523,520,"Boekie","uncommon","nature","TRUE","physical",950,1.4,1702,1721,0,0,2600,1500,0,"FALSE","CREEPS",,,,,"490",,,"res://src/towers/tower_behaviors/annoyed_tree.gd","res://resources/icons/tower_icons/annoyed_tree.tres","res://src/towers/tower_sprites/annoyed_tree_4.tscn","E8RJ","67YL"
"Dragon Sorcerer",1,524,524,"Boekie","unique","fire","TRUE","decay",900,1,1505,1514,30,2,1800,1000,0,"FALSE","CREEPS",,,,"MOD_MANA,0,5|MOD_MANA_REGEN,0,0.1",,,"142","res://src/towers/tower_behaviors/dragon_sorcerer.gd","res://resources/icons/tower_icons/dragon_sorcerer.tres","res://src/towers/tower_sprites/dragon_sorcerer_1.tscn","TDPW","OQJY"
"Coconut Sapling",1,525,525,"cedi","rare","nature","TRUE","physical",825,3,1,1,0,0,1500,10000,0,"TRUE","CREEPS",,,,"MOD_DMG_TO_ORC,0.3,0.01|MOD_DMG_TO_HUMANOID,0.2,0.01","491",,,"res://src/towers/tower_behaviors/coconut_sapling.gd","res://resources/icons/tower_icons/coconut_sapling.tres","res://src/towers/tower_sprites/coconut_sapling_1.tscn","JLW5","OJNT"
"Monkey Boogie Palm",2,531,525,"cedi","rare","nature","TRUE","physical",825,3,1,1,0,0,3000,10000,0,"TRUE","CREEPS",,,,"MOD_DMG_TO_ORC,0.5,0.01|MOD_DMG_TO_HUMANOID,0.4,0.01","492",,,"res://src/towers/tower_behaviors/coconut_sapling.gd","res://resources/icons/tower_icons/coconut_sapling.tres","res://src/towers/tower_sprites/coconut_sapling_2.tscn","SCXM","VIQJ"
"Safiron's Cold Grave",1,526,526,"cedi","unique","ice","TRUE","elemental",1500,4,1,1,0,0,4000,10000,0,"TRUE","CREEPS",,,,,"493,494",,,"res://src/towers/tower_behaviors/safirons_cold_grave.gd","res://resources/icons/tower_icons/safirons_cold_grave.tres","res://src/towers/tower_sprites/safirons_cold_grave_1.tscn","BXFH","GVJH"
"Lesser Skeletal Mage",1,527,527,"Boekie","uncommon","darkness","TRUE","decay",900,2,270,270,40,2,150,1500,0,"FALSE","CREEPS",,,,,,,"143","res://src/towers/tower_behaviors/lesser_skeletal_mage.gd","res://resources/icons/tower_icons/lesser_skeletal_mage.tres","res://src/towers/tower_sprites/lesser_skeletal_mage_1.tscn","45XA","LCJL"
"Skeletal Mage",2,528,527,"Boekie","uncommon","darkness","TRUE","decay",900,2,1169,1169,50,2,650,1500,0,"FALSE","CREEPS",,,,,,,"144","res://src/towers/tower_behaviors/lesser_skeletal_mage.gd","res://resources/icons/tower_icons/lesser_skeletal_mage.tres","res://src/towers/tower_sprites/lesser_skeletal_mage_2.tscn","FE6T","9SYE"
"Skeletal Sorceror",3,529,527,"Boekie","uncommon","darkness","TRUE","decay",900,2,2517,2517,60,2,1400,1500,0,"FALSE","CREEPS",,,,,,,"145","res://src/towers/tower_behaviors/lesser_skeletal_mage.gd","res://resources/icons/tower_icons/lesser_skeletal_mage.tres","res://src/towers/tower_sprites/lesser_skeletal_mage_3.tscn","OZFI","2OPC"
"Skeletal Wizard",4,530,527,"Boekie","uncommon","darkness","TRUE","decay",900,2,3956,3956,70,2,2200,1500,0,"FALSE","CREEPS",,,,,,,"146","res://src/towers/tower_behaviors/lesser_skeletal_mage.gd","res://resources/icons/tower_icons/lesser_skeletal_mage.tres","res://src/towers/tower_sprites/lesser_skeletal_mage_4.tscn","QTTJ","PHI5"
"Embershell Turtle Hatchling",1,532,532,"Velex","uncommon","fire","TRUE","decay",800,0.25,49,50,10,1,70,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,0.5","495",,,"res://src/towers/tower_behaviors/embershell_turtle_hatchling.gd","res://resources/icons/tower_icons/embershell_turtle_hatchling.tres","res://src/towers/tower_sprites/embershell_turtle_hatchling_1.tscn","OJP3","3ISX"
"Embershell Turtle Nestling",2,533,532,"Velex","uncommon","fire","TRUE","decay",800,0.25,181,182,12,1,260,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,0.6","496",,,"res://src/towers/tower_behaviors/embershell_turtle_hatchling.gd","res://resources/icons/tower_icons/embershell_turtle_hatchling.tres","res://src/towers/tower_sprites/embershell_turtle_hatchling_2.tscn","NERL","ZVIT"
"Embershell Turtle Loner",3,534,532,"Velex","uncommon","fire","TRUE","decay",800,0.25,453,454,14,1,650,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,0.7","497",,,"res://src/towers/tower_behaviors/embershell_turtle_hatchling.gd","res://resources/icons/tower_icons/embershell_turtle_hatchling.tres","res://src/towers/tower_sprites/embershell_turtle_hatchling_3.tscn","Q7RX","1GX8"
"Embershell Turtle Adult",4,535,532,"Velex","uncommon","fire","TRUE","decay",800,0.25,1044,1045,16,1,1500,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,0.8","498",,,"res://src/towers/tower_behaviors/embershell_turtle_hatchling.gd","res://resources/icons/tower_icons/embershell_turtle_hatchling.tres","res://src/towers/tower_sprites/embershell_turtle_hatchling_4.tscn","50E7","P2OH"
"Embershell Turtle Matriarch",5,536,532,"Velex","uncommon","fire","TRUE","decay",800,0.25,1880,1881,18,1,2700,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,0.9","499",,,"res://src/towers/tower_behaviors/embershell_turtle_hatchling.gd","res://resources/icons/tower_icons/embershell_turtle_hatchling.tres","res://src/towers/tower_sprites/embershell_turtle_hatchling_5.tscn","0FBM","9VAF"
"Jungle Stalker",1,537,537,"Boekie","rare","nature","TRUE","physical",850,1.1,613,712,0,0,800,1500,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1375,0.005","500,501",,,"res://src/towers/tower_behaviors/jungle_stalker.gd","res://resources/icons/tower_icons/jungle_stalker.tres","res://src/towers/tower_sprites/jungle_stalker_1.tscn","WYIM","FON9"
"Elder Jungle Stalker",2,549,537,"Boekie","rare","nature","TRUE","physical",850,1.1,1300,1399,0,0,1900,1500,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1625,0.005","502,503",,,"res://src/towers/tower_behaviors/jungle_stalker.gd","res://resources/icons/tower_icons/jungle_stalker.tres","res://src/towers/tower_sprites/jungle_stalker_2.tscn","TGZL","LWGF"
"Ancient Jungle Stalker",3,550,537,"Boekie","rare","nature","TRUE","physical",850,1.1,2021,2120,0,0,3500,1500,0,"FALSE","CREEPS",,,,"MOD_ATK_CRIT_CHANCE,0.1875,0.005","504,505",,,"res://src/towers/tower_behaviors/jungle_stalker.gd","res://resources/icons/tower_icons/jungle_stalker.tres","res://src/towers/tower_sprites/jungle_stalker_3.tscn","6H44","6J1Z"
"Green Dragon Roost",1,538,538,"Boekie","unique","nature","TRUE","essence",800,2,1048,1097,0,0,1600,1000,0.4,"FALSE","CREEPS",,,"4,0.1","MOD_ATK_CRIT_CHANCE,0.1375,0.005|MOD_ATK_CRIT_DAMAGE,0.25,0.05",,"67",,"res://src/towers/tower_behaviors/green_dragon_roost.gd","res://resources/icons/tower_icons/green_dragon_roost.tres","res://src/towers/tower_sprites/green_dragon_roost_1.tscn","7A3A","A0MI"
"Cold Obelisk",1,539,539,"Boekie","uncommon","ice","TRUE","elemental",600,2.1,681,681,0,0,400,900,0,"FALSE","CREEPS",,"140,0.35",,"MOD_DMG_TO_MASS,0.45,0.02","506",,,"res://src/towers/tower_behaviors/cold_obelisk.gd","res://resources/icons/tower_icons/cold_obelisk.tres","res://src/towers/tower_sprites/cold_obelisk_1.tscn","14JR","3C9J"
"Icy Obelisk",2,540,539,"Boekie","uncommon","ice","TRUE","elemental",600,2.1,1989,1989,0,0,1200,900,0,"FALSE","CREEPS",,"180,0.35",,"MOD_DMG_TO_MASS,0.45,0.02","507",,,"res://src/towers/tower_behaviors/cold_obelisk.gd","res://resources/icons/tower_icons/cold_obelisk.tres","res://src/towers/tower_sprites/cold_obelisk_2.tscn","NEA6","1H1E"
"Frozen Obelisk",3,541,539,"Boekie","uncommon","ice","TRUE","elemental",600,2.1,4445,4445,0,0,2750,900,0,"FALSE","CREEPS",,"220,0.35",,"MOD_DMG_TO_MASS,0.45,0.02","508",,,"res://src/towers/tower_behaviors/cold_obelisk.gd","res://resources/icons/tower_icons/cold_obelisk.tres","res://src/towers/tower_sprites/cold_obelisk_3.tscn","Z2X6","1ANW"
"Small Pocket Rocket",1,544,544,"Boekie","common","iron","TRUE","decay",700,1.65,75,96,0,0,55,1800,0.3,"FALSE","CREEPS",,"125,0.55",,"MOD_DMG_TO_MASS,0.2,0.02",,,,"res://src/towers/tower_behaviors/small_pocket_rocket.gd","res://resources/icons/tower_icons/small_pocket_rocket.tres","res://src/towers/tower_sprites/small_pocket_rocket_1.tscn","GWEN","OYPN"
"Pocket Rocket",2,545,544,"Boekie","common","iron","TRUE","decay",700,1.65,249,270,0,0,170,1800,0.3,"FALSE","CREEPS",,"125,0.55",,"MOD_DMG_TO_MASS,0.25,0.02",,,,"res://src/towers/tower_behaviors/small_pocket_rocket.gd","res://resources/icons/tower_icons/small_pocket_rocket.tres","res://src/towers/tower_sprites/small_pocket_rocket_2.tscn","TLT6","NH5M"
"Upgraded Pocket Rocket",3,546,544,"Boekie","common","iron","TRUE","decay",700,1.65,711,754,0,0,485,1800,0.3,"FALSE","CREEPS",,"125,0.55",,"MOD_DMG_TO_MASS,0.3,0.02",,,,"res://src/towers/tower_behaviors/small_pocket_rocket.gd","res://resources/icons/tower_icons/small_pocket_rocket.tres","res://src/towers/tower_sprites/small_pocket_rocket_3.tscn","6ZP9","Y1K3"
"Advanced Pocket Rocket",4,547,544,"Boekie","common","iron","TRUE","decay",700,1.65,1863,1884,0,0,1255,1800,0.3,"FALSE","CREEPS",,"125,0.55",,"MOD_DMG_TO_MASS,0.35,0.02",,,,"res://src/towers/tower_behaviors/small_pocket_rocket.gd","res://resources/icons/tower_icons/small_pocket_rocket.tres","res://src/towers/tower_sprites/small_pocket_rocket_4.tscn","GL47","9GIC"
"Ultimate Pocket Rocket",5,548,544,"Boekie","common","iron","TRUE","decay",700,1.65,3133,3154,0,0,2130,1800,0.3,"FALSE","CREEPS",,"125,0.55",,"MOD_DMG_TO_MASS,0.4,0.02",,,,"res://src/towers/tower_behaviors/small_pocket_rocket.gd","res://resources/icons/tower_icons/small_pocket_rocket.tres","res://src/towers/tower_sprites/small_pocket_rocket_5.tscn","FWW5","1JNO"
"The Fire Lord",1,554,554,"Boekie","unique","fire","TRUE","decay",900,2.5,4107,4126,0,0,2750,1500,0,"FALSE","CREEPS",,,,,"509,510",,,"res://src/towers/tower_behaviors/the_fire_lord.gd","res://resources/icons/tower_icons/the_fire_lord.tres","res://src/towers/tower_sprites/the_fire_lord_1.tscn","OZ15","E6AC"
"Broken Fire Pit",1,555,555,"Boekie","common","fire","TRUE","decay",800,0.9,57,57,0,0,70,1500,0.2,"FALSE","CREEPS",,,,"MOD_MULTICRIT_COUNT,1,0","511",,,"res://src/towers/tower_behaviors/broken_fire_pit.gd","res://resources/icons/tower_icons/broken_fire_pit.tres","res://src/towers/tower_sprites/broken_fire_pit_1.tscn","DPA6","Z5ND"
"Burning Fire Pit",2,558,555,"Boekie","common","fire","TRUE","decay",800,0.9,157,157,0,0,200,1500,0.2,"FALSE","CREEPS",,,,"MOD_MULTICRIT_COUNT,1,0","512",,,"res://src/towers/tower_behaviors/broken_fire_pit.gd","res://resources/icons/tower_icons/broken_fire_pit.tres","res://src/towers/tower_sprites/broken_fire_pit_2.tscn","RSL9","0QSP"
"Expanded Fire Pit",3,559,555,"Boekie","common","fire","TRUE","decay",800,0.9,455,455,0,0,600,1500,0.2,"FALSE","CREEPS",,,,"MOD_MULTICRIT_COUNT,1,0","513",,,"res://src/towers/tower_behaviors/broken_fire_pit.gd","res://resources/icons/tower_icons/broken_fire_pit.tres","res://src/towers/tower_sprites/broken_fire_pit_3.tscn","GO6J","9POJ"
"Wealthy Fire Pit",4,585,555,"Boekie","common","fire","TRUE","decay",800,0.9,951,951,0,0,1300,1500,0.2,"FALSE","CREEPS",,,,"MOD_MULTICRIT_COUNT,1,0","514",,,"res://src/towers/tower_behaviors/broken_fire_pit.gd","res://resources/icons/tower_icons/broken_fire_pit.tres","res://src/towers/tower_sprites/broken_fire_pit_4.tscn","ZI5I","NUFZ"
"Luxurious Fire Pit",5,560,555,"Boekie","common","fire","TRUE","decay",800,0.9,1692,1692,0,0,2400,1500,0.2,"FALSE","CREEPS",,,,"MOD_MULTICRIT_COUNT,1,0","515",,,"res://src/towers/tower_behaviors/broken_fire_pit.gd","res://resources/icons/tower_icons/broken_fire_pit.tres","res://src/towers/tower_sprites/broken_fire_pit_5.tscn","HA5T","PBQU"
"Coin Machine",1,556,556,"Boekie","rare","iron","TRUE","physical",1200,2.5,2955,2955,30,2,1700,1500,0.5,"FALSE","CREEPS",,,,,"516",,"147","res://src/towers/tower_behaviors/coin_machine.gd","res://resources/icons/tower_icons/coin_machine.tres","res://src/towers/tower_sprites/coin_machine_1.tscn","RXK7","UCFC"
"Gold Machine",2,557,556,"Boekie","rare","iron","TRUE","physical",1200,2.5,4867,4867,30,2,2800,1500,0.5,"FALSE","CREEPS",,,,,"517",,"148","res://src/towers/tower_behaviors/coin_machine.gd","res://resources/icons/tower_icons/coin_machine.tres","res://src/towers/tower_sprites/coin_machine_2.tscn","GOVA","30W2"
"Princess of Light",1,561,561,"Boekie","rare","astral","TRUE","arcane",1000,1.5,1989,1989,30,1.5,1700,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,2","518",,"149","res://src/towers/tower_behaviors/princess_of_light.gd","res://resources/icons/tower_icons/princess_of_light.tres","res://src/towers/tower_sprites/princess_of_light_1.tscn","6M0U","KG7S"
"Queen of Light",2,168,561,"Boekie","rare","astral","TRUE","arcane",1000,1.5,3389,3389,30,1.5,3100,1500,0,"FALSE","CREEPS",,,,"MOD_MANA,0,2","519",,"150","res://src/towers/tower_behaviors/princess_of_light.gd","res://resources/icons/tower_icons/princess_of_light.tres","res://src/towers/tower_sprites/princess_of_light_2.tscn","D7NI","1NHT"
"Icy Core",1,562,562,"geX","rare","ice","TRUE","elemental",1000,1.5,974,1138,0,0,1000,1900,0,"FALSE","CREEPS",,,,,,"68",,"res://src/towers/tower_behaviors/icy_core.gd","res://resources/icons/tower_icons/icy_core.tres","res://src/towers/tower_sprites/icy_core_1.tscn","P40Z","IGES"
"Icy Flower",2,543,562,"geX","rare","ice","TRUE","elemental",1000,1.5,3275,3769,0,0,3000,1900,0,"FALSE","CREEPS",,,,,,"69",,"res://src/towers/tower_behaviors/icy_core.gd","res://resources/icons/tower_icons/icy_core.tres","res://src/towers/tower_sprites/icy_core_2.tscn","BB87","ZFPH"
"Cursed Grounds",1,564,564,"drol","rare","darkness","TRUE","decay",775,1,280,324,0,0,750,1600,0,"FALSE","CREEPS",,,"4,0.3",,"520","70",,"res://src/towers/tower_behaviors/cursed_grounds.gd","res://resources/icons/tower_icons/cursed_grounds.tres","res://src/towers/tower_sprites/cursed_grounds_1.tscn","HTUB","32WP"
"Afflicted Grounds",2,563,564,"drol","rare","darkness","TRUE","decay",775,1,481,525,0,0,1250,1600,0,"FALSE","CREEPS",,,"4,0.3",,"521","71",,"res://src/towers/tower_behaviors/cursed_grounds.gd","res://resources/icons/tower_icons/cursed_grounds.tres","res://src/towers/tower_sprites/cursed_grounds_2.tscn","J4FF","0XXU"
"Tormented Grounds",3,569,564,"drol","rare","darkness","TRUE","decay",775,1,822,866,0,0,2100,1600,0,"FALSE","CREEPS",,,"4,0.3",,"522","72",,"res://src/towers/tower_behaviors/cursed_grounds.gd","res://resources/icons/tower_icons/cursed_grounds.tres","res://src/towers/tower_sprites/cursed_grounds_3.tscn","KINW","2KHK"
"Abominable Snowman",1,566,566,"drol","common","ice","TRUE","energy",900,1.5,45,48,0,0,45,1000,0.15,"FALSE","CREEPS",,,"2,0.25",,,,,"res://src/towers/tower_behaviors/abominable_snowman.gd","res://resources/icons/tower_icons/abominable_snowman.tres","res://src/towers/tower_sprites/abominable_snowman_1.tscn","ILTY","5XV0"
"Greater Abominable Snowman",2,567,566,"drol","common","ice","TRUE","energy",900,1.5,220,236,0,0,220,1000,0.15,"FALSE","CREEPS",,,"2,0.2",,,,,"res://src/towers/tower_behaviors/abominable_snowman.gd","res://resources/icons/tower_icons/abominable_snowman.tres","res://src/towers/tower_sprites/abominable_snowman_2.tscn","I1KO","1JY8"
"Large Abominable Snowman",3,568,566,"drol","common","ice","TRUE","energy",900,1.5,650,689,0,0,650,1000,0.15,"FALSE","CREEPS",,,"2,0.15",,,,,"res://src/towers/tower_behaviors/abominable_snowman.gd","res://resources/icons/tower_icons/abominable_snowman.tres","res://src/towers/tower_sprites/abominable_snowman_3.tscn","5WQ4","IGM6"
"Major Abominable Snowman",4,589,566,"drol","common","ice","TRUE","energy",900,1.5,1100,1148,0,0,1100,1000,0.15,"FALSE","CREEPS",,,"2,0.1",,,,,"res://src/towers/tower_behaviors/abominable_snowman.gd","res://resources/icons/tower_icons/abominable_snowman.tres","res://src/towers/tower_sprites/abominable_snowman_4.tscn","MZWO","UHJX"
"Collosal Abominable Snowman",5,588,566,"drol","common","ice","TRUE","energy",900,1.5,2200,2259,0,0,2200,1000,0.15,"FALSE","CREEPS",,,"2,0.05",,,,,"res://src/towers/tower_behaviors/abominable_snowman.gd","res://resources/icons/tower_icons/abominable_snowman.tres","res://src/towers/tower_sprites/abominable_snowman_5.tscn","X2T0","VJOD"
"Spider Queen",1,570,570,"Boekie","unique","darkness","TRUE","physical",950,1.25,987,1026,0,0,1800,1500,0,"FALSE","CREEPS",,,,,"523",,,"res://src/towers/tower_behaviors/spider_queen.gd","res://resources/icons/tower_icons/spider_queen.tres","res://src/towers/tower_sprites/spider_queen_1.tscn","AYDO","CCHI"
"Ash Geyser",1,571,571,"drol","uncommon","fire","TRUE","elemental",1100,1.8,106,115,0,0,120,1800,0.2,"FALSE","CREEPS",,"175,0.3",,"MOD_DMG_TO_NORMAL,0.2,0.004","524",,,"res://src/towers/tower_behaviors/ash_geyser.gd","res://resources/icons/tower_icons/ash_geyser.tres","res://src/towers/tower_sprites/ash_geyser_1.tscn","HQH3","HUGE"
"Fire Geyser",2,572,571,"drol","uncommon","fire","TRUE","elemental",1100,1.8,315,334,0,0,360,1800,0.2,"FALSE","CREEPS",,"175,0.3",,"MOD_DMG_TO_NORMAL,0.2,0.004","525",,,"res://src/towers/tower_behaviors/ash_geyser.gd","res://resources/icons/tower_icons/ash_geyser.tres","res://src/towers/tower_sprites/ash_geyser_2.tscn","0R5I","NLRV"
"Lava Geyser",3,573,571,"drol","uncommon","fire","TRUE","elemental",1100,1.8,646,685,0,0,750,1800,0.2,"FALSE","CREEPS",,"175,0.3",,"MOD_DMG_TO_NORMAL,0.2,0.004","526",,,"res://src/towers/tower_behaviors/ash_geyser.gd","res://resources/icons/tower_icons/ash_geyser.tres","res://src/towers/tower_sprites/ash_geyser_3.tscn","I1TW","TQGJ"
"Magma Geyser",4,574,571,"drol","uncommon","fire","TRUE","elemental",1100,1.8,1181,1260,0,0,1400,1800,0.2,"FALSE","CREEPS",,"175,0.3",,"MOD_DMG_TO_NORMAL,0.2,0.004","527",,,"res://src/towers/tower_behaviors/ash_geyser.gd","res://resources/icons/tower_icons/ash_geyser.tres","res://src/towers/tower_sprites/ash_geyser_4.tscn","5NLQ","36WA"
"Volcanic Geyser",5,122,571,"drol","uncommon","fire","TRUE","elemental",1100,1.8,2348,2447,0,0,2800,1800,0.2,"FALSE","CREEPS",,"175,0.3",,"MOD_DMG_TO_NORMAL,0.2,0.004","528",,,"res://src/towers/tower_behaviors/ash_geyser.gd","res://resources/icons/tower_icons/ash_geyser.tres","res://src/towers/tower_sprites/ash_geyser_5.tscn","Z3BI","PEB9"
"Meteor Totem",1,575,575,"SirCoqalot.","unique","fire","TRUE","elemental",850,3.8,1966,2966,0,0,2000,1200,0,"FALSE","CREEPS",,"325,0.5",,,"529",,"151","res://src/towers/tower_behaviors/meteor_totem.gd","res://resources/icons/tower_icons/meteor_totem.tres","res://src/towers/tower_sprites/meteor_totem_1.tscn","O5S9","9XOH"
"Storm Coil",1,576,576,"SirCoqalot.","unique","storm","TRUE","energy",1000,4,3270,3270,50,1,3000,1800,0,"FALSE","CREEPS",,,,,"530","73","152","res://src/towers/tower_behaviors/storm_coil.gd","res://resources/icons/tower_icons/storm_coil.tres","res://src/towers/tower_sprites/storm_coil_1.tscn","EP45","XOL4"
"Regenerating Well",1,577,577,"drol","rare","nature","TRUE","essence",1000,1.1,738,817,400,5,1200,1100,0.2,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0.008",,"74","153","res://src/towers/tower_behaviors/regenerating_well.gd","res://resources/icons/tower_icons/regenerating_well.tres","res://src/towers/tower_sprites/regenerating_well_1.tscn","6TWQ","HJPE"
"Enchanted Well",2,578,577,"drol","rare","nature","TRUE","essence",1000,1.1,1514,1593,400,5,2400,1100,0.2,"FALSE","CREEPS",,,,"MOD_DMG_TO_ORC,0.2,0.008",,"75","154","res://src/towers/tower_behaviors/regenerating_well.gd","res://resources/icons/tower_icons/regenerating_well.tres","res://src/towers/tower_sprites/regenerating_well_2.tscn","EQNU","U6HY"
